Year,Rank,Film,Global,Domestic,Domestic %,International %,International %,RT Score,Audience Score,2023_Global_Box_Office,2023_Domestic_Box_Office
2022,8,Thor: Love and Thunder,"$760,928,081","$343,256,830",45.10%,"$417,671,251",54.90%,63,77,"$806,583,766","$363,852,240"
2022,9,Water Gate Bridge,"$626,571,697","$117,294",<0.1%,"$626,454,403",100%,,73,"$664,165,999","$124,332"
2022,10,Puss in Boots: The Last Wish,"$480,904,656","$185,535,345",38.60%,"$295,369,311",61.40%,95,94,"$509,758,935","$196,667,466"
2022,11,Moon Man,"$460,237,662",-,-,"$460,237,662",100%,,,"$487,851,922",#VALUE!
2022,12,Fantastic Beasts: The Secrets of Dumbledore,"$407,150,844","$95,850,844",23.50%,"$311,300,000",76.50%,46,83,"$431,579,895","$101,601,895"
2022,13,Uncharted,"$407,141,258","$148,648,820",36.50%,"$258,492,438",63.50%,41,90,"$431,569,733","$157,567,749"
2022,14,Sonic the Hedgehog 2,"$405,421,518","$190,872,904",47.10%,"$214,548,614",52.90%,69,96,"$429,746,809","$202,325,278"
2022,15,Black Adam,"$393,252,111","$168,152,111",42.80%,"$225,100,000",57.20%,38,88,"$416,847,238","$178,241,238"
2022,16,Elvis,"$287,740,048","$151,040,048",52.50%,"$136,700,000",47.50%,77,94,"$305,004,451","$160,102,451"
2022,17,The Bad Guys,"$250,162,278","$97,233,630",38.90%,"$152,928,648",61.10%,88,93,"$265,172,015","$103,067,648"
2022,18,Bullet Train,"$239,268,602","$103,368,602",43.20%,"$135,900,000",56.80%,54,76,"$253,624,718","$109,570,718"
2022,19,Lightyear,"$226,425,420","$118,307,188",52.20%,"$108,118,232",47.80%,74,84,"$240,010,945","$125,405,619"
2022,20,Smile,"$217,408,513","$105,935,048",48.70%,"$111,473,465",51.30%,79,77,"$230,453,024","$112,291,151"
2022,21,Too Cool to Kill,"$217,254,604","$185,882",<0.1%,"$217,068,722",99.90%,,78,"$230,289,880","$197,035"
2022,22,Nice View,"$211,019,042",-,-,"$211,019,042",100%,,100,"$223,680,185",#VALUE!
2022,23,DC League of Super-Pets,"$207,557,117","$93,657,117",45.10%,"$113,900,000",54.90%,72,88,"$220,010,544","$99,276,544"
2022,24,The Lost City,"$192,907,684","$105,344,029",54.60%,"$87,563,655",45.40%,79,83,"$204,482,145","$111,664,671"
2022,25,One Piece Film: Red,"$187,170,704","$12,775,324",6.80%,"$174,395,380",93.20%,94,95,"$198,400,946","$13,541,843"
2022,26,M3GAN,"$179,550,350","$95,043,350",52.90%,"$84,507,000",47.10%,93,78,"$190,323,371","$100,745,951"
2022,27,Suzume,"$175,493,350","$10,760,249",6.10%,"$164,733,101",93.90%,96,98,"$186,022,951","$11,405,864"
2022,28,Nope,"$171,235,592","$123,277,080",72%,"$47,958,512",28%,83,69,"$181,509,728","$130,673,705"
2022,29,Ticket to Paradise,"$168,506,033","$68,275,985",40.50%,"$100,230,048",59.50%,56,87,"$178,616,395","$72,372,544"
2022,30,Morbius,"$167,460,961","$73,865,530",44.10%,"$93,595,431",55.90%,16,71,"$177,508,619","$78,297,462"
2022,31,RRR,"$165,955,146","$14,500,000",8.70%,"$151,455,146",91.30%,95,94,"$175,912,455","$15,370,000"
2022,32,The Black Phone,"$161,440,742","$90,123,230",55.80%,"$71,317,512",44.20%,83,88,"$171,127,187","$95,530,624"
2022,33,The First Slam Dunk,"$147,666,204",-,-,"$147,666,204",100%,,95,"$156,526,176",#VALUE!
2022,34,Where the Crawdads Sing,"$144,353,965","$90,230,760",62.50%,"$54,123,205",37.50%,34,96,"$153,015,203","$95,644,606"
2022,35,Everything Everywhere All at Once,"$139,328,277","$77,191,785",55.40%,"$62,136,492",44.60%,93,86,"$147,687,974","$81,823,292"
2022,36,Scream,"$137,743,924","$81,641,405",59.30%,"$56,102,519",40.70%,76,81,"$146,008,559","$86,539,889"
2022,37,Death on the Nile,"$137,307,235","$45,630,104",33.20%,"$91,677,131",66.80%,62,82,"$145,545,669","$48,367,910"
2022,38,A Man Called Otto,"$112,744,834","$64,267,657",57%,"$48,477,177",43%,69,97,"$119,509,524","$68,123,716"
2022,39,"Lyle, Lyle, Crocodile","$110,972,052","$46,888,441",42.30%,"$64,083,611",57.70%,72,93,"$117,630,375","$49,701,747"
2022,40,Halloween Ends,"$104,361,355","$64,079,860",61.40%,"$40,281,495",38.60%,40,57,"$110,623,036","$67,924,652"
2022,41,The Roundup,"$101,166,707","$812,859",0.80%,"$100,353,848",99.20%,96,100,"$107,236,709","$861,631"
2022,42,The Woman King,"$97,250,903","$67,328,130",69.20%,"$29,922,773",30.80%,94,99,"$103,085,957","$71,367,818"
2022,43,Downton Abbey: A New Era,"$92,623,562","$44,141,550",47.70%,"$48,482,012",52.30%,86,97,"$98,180,976","$46,790,043"
2022,44,K.G.F: Chapter 2,"$89,123,940","$2,874,000",3.20%,"$86,249,940",96.80%,43,94,"$94,471,376","$3,046,440"
2022,45,Don't Worry Darling,"$87,609,403","$45,309,403",51.70%,"$42,300,000",48.30%,38,74,"$92,865,967","$48,027,967"
2022,46,Dragon Ball Super: Super Hero,"$86,562,140","$38,112,140",44%,"$48,450,000",56%,93,95,"$91,755,868","$40,398,868"
2022,47,Dog,"$84,774,243","$61,778,069",72.90%,"$22,996,174",27.10%,77,89,"$89,860,698","$65,484,753"
2022,48,Jackass Forever,"$80,563,999","$57,743,451",71.70%,"$22,820,548",28.30%,85,91,"$85,397,839","$61,208,058"
2022,49,The Menu,"$79,628,200","$38,501,125",48.40%,"$41,127,075",51.60%,88,76,"$84,405,892","$40,811,193"
2022,50,Avatar 2022 Re-release,"$76,012,917","$24,714,024",32.50%,"$51,298,893",67.50%,,,"$80,573,692","$26,196,865"
